city_ascii,lat,lng,country
Prince Albert,53.2,-105.75,Canada
Chacabuco,-34.65,-60.49,Argentina
Sanford,35.4874,-79.1772, United States
Cumberland,41.9703,-71.4198, United States
Orangevale,38.688,-121.2208, United States
Merauke,-8.4932,140.4018,Indonesia
Galesburg,40.9506,-90.3763, United States
Kearney,40.7008,-99.0847, United States
Gillette,44.2752,-105.4984, United States
Russellville,35.2763,-93.1383, United States
Kondopoga,62.2087,34.2887,Russia
Menlo Park,37.4686,-122.1672, United States
Kennesaw,34.0262,-84.6177, United States
Dartmouth,41.6138,-70.9973, United States
New City,41.1543,-73.9909, United States
Carmel,41.3898,-73.7239, United States
San Dimas,34.1082,-117.809, United States
Staraya Russa,57.9948,31.3544,Russia
Vestavia Hills,33.4518,-86.7438, United States
Businga,3.3404,20.87,Congo (Kinshasa)
Owings Mills,39.4115,-76.7913, United States
Slavgorod,53.0049,78.6696,Russia
Middletown,39.4453,-75.7166, United States
Sonoma,38.2902,-122.4598, United States
Navarre,30.4174,-86.8907, United States
Adelanto,34.5815,-117.4397, United States
Socorro,31.6384,-106.2601, United States
Biharamulo,-2.6296,31.31,Tanzania
Tooele,40.5393,-112.3082, United States
Lebanon,36.2039,-86.3475, United States
Cottonwood Heights,40.6137,-111.8144, United States
Hwange,-18.37,26.5,Zimbabwe
Puerto Berrio,6.4804,-74.42,Colombia
Tuquerres,1.09,-77.6199,Colombia
Vibo Valentia,38.6666,16.1,Italy
Dakota Ridge,39.6194,-105.1341, United States
Deer Park,29.6898,-95.1151, United States
Verkhniy Ufaley,56.0663,60.2313,Russia
Zaozernyy,55.962,94.7028,Russia
Schaffhausen,47.706,8.633,Switzerland
Nagua,19.376,-69.847,Dominican Republic
Newark,39.6776,-75.7573, United States
Bridgeton,39.4286,-75.2281, United States
Salisbury,35.6657,-80.491, United States
Riverhead,40.9409,-72.7095, United States
Luuq,3.8005,42.55,Somalia
Arcata,40.8615,-124.0757, United States
Rostov,57.1892,39.4043,Russia
Randolph,42.1778,-71.0539, United States
Meadow Woods,28.3698,-81.3467, United States
Douglasville,33.7384,-84.7068, United States
Woodridge,41.7368,-88.0408, United States
Sicuani,-14.2896,-71.23,Peru
Shepparton,-36.3746,145.3914,Australia
Fairborn,39.801,-84.0094, United States
Ferry Pass,30.5203,-87.1904, United States
Franklin,41.1101,-74.5886, United States
Dyat'kovo,53.5891,34.3392,Russia
Laramie,41.3099,-105.6085, United States
North Ridgeville,41.3851,-82.0194, United States
Pikesville,39.3893,-76.702, United States
University Place,47.2148,-122.546, United States
Northbrook,42.1292,-87.8353, United States
Valparaiso,41.4782,-87.0507, United States
Martinsville,36.6827,-79.8636, United States
Segezha,63.7548,34.3243,Russia
Forbe Oroya,-11.52,-75.94,Peru
Lexington,42.4456,-71.2307, United States
Derry,42.8888,-71.2804, United States
Lebowakgomo,-24.1996,29.5,South Africa
Salina,43.1031,-76.1758, United States
Springville,40.1638,-111.6206, United States
Post Falls,47.7203,-116.9396, United States
Lawrence,40.2954,-74.7205, United States
Pullman,46.734,-117.1669, United States
Central Islip,40.7837,-73.1945, United States
Atamyrat,37.8248,65.1997,Turkmenistan
Velikiy Ustyug,60.7687,46.2987,Russia
Mason,39.3571,-84.3023, United States
Goshen,41.574,-85.8304, United States
Alabaster,33.2198,-86.8226, United States
Mount Isa,-20.7239,139.49,Australia
Gualeguay,-33.15,-59.34,Argentina
Foley,30.3984,-87.6648, United States
Ken Caryl,39.5769,-105.1138, United States
Tweed Heads,-28.1826,153.5466,Australia
Mushie,-3.0196,16.92,Congo (Kinshasa)
Hanumannagar,26.5333,86.7333,Nepal
Gaya,11.8882,3.4467,Niger
Estero,26.4277,-81.7951, United States
Calhoun,34.4917,-84.9391, United States
Aral,46.8,61.6666,Kazakhstan
Franklin Town,42.0862,-71.4113, United States
Fairmont,39.4768,-80.1491, United States
Reggane,26.7,0.1666,Algeria
Djenne,13.9,-4.55,Mali
Safaja,26.7337,33.9333,Egypt
Kholmsk,47.0473,142.0624,Russia
Andover,45.2571,-93.3265, United States
Sun Prairie,43.1827,-89.2357, United States
Plainfield,39.6956,-86.3708, United States
Carlsbad,32.4013,-104.2388, United States
Key West,24.5637,-81.7768, United States
Warsaw,41.2443,-85.8478, United States
Omutninsk,58.6589,52.1592,Russia
Lake Stevens,48.0029,-122.096, United States
Elk Grove Village,42.0061,-87.9929, United States
Alamogordo,32.8837,-105.9624, United States
Pekin,40.5677,-89.6263, United States
St. Charles,41.9193,-88.311, United States
Copperas Cove,31.1192,-97.914, United States
Queanbeyan,-35.3546,149.2113,Australia
Ridgecrest,35.6308,-117.6621, United States
Bowling Green,41.3773,-83.6501, United States
DeLand,29.0224,-81.2873, United States
Qarqan,38.1338,85.5333,China
La Verne,34.1208,-117.7702, United States
Beyneu,45.1834,55.1,Kazakhstan
Kudymkar,59.0162,54.633,Russia
Bethel Park,40.3239,-80.0364, United States
Melton,-37.6895,144.57,Australia
Massillon,40.7839,-81.5256, United States
De Aar,-30.65,24,South Africa
Florence,38.99,-84.6471, United States
Westlake,41.4524,-81.9295, United States
East Lake,28.1205,-82.6868, United States
Eagle Mountain,40.3137,-112.0114, United States
Oxford,34.3609,-89.5286, United States
Parkland,26.3218,-80.2533, United States
Kristianstad,56.0337,14.1333,Sweden
Rome,43.226,-75.491, United States
Starkville,33.4608,-88.8297, United States
Matthews,35.1195,-80.7101, United States
Eldersburg,39.4041,-76.9529, United States
Koupela,12.177,-0.356,Burkina Faso
El Golea,30.5666,2.8833,Algeria
Dania Beach,26.0593,-80.1638, United States
Coos Bay,43.3789,-124.233, United States
Clarence,43.0196,-78.6375, United States
Centereach,40.8696,-73.0808, United States
Pativilca,-10.6996,-77.8,Peru
Fruit Cove,30.0972,-81.6176, United States
Southlake,32.9545,-97.1503, United States
Princeton,40.3563,-74.6693, United States
Santa Rita,10.5318,-71.5039,Venezuela
Gimbi,9.167,35.8333,Ethiopia
Kaysville,41.0291,-111.9455, United States
Alliance,40.9107,-81.1189, United States
Petersburg,37.2043,-77.3913, United States
North Olmsted,41.415,-81.919, United States
Columbus,33.5088,-88.4097, United States
Redmond,44.2631,-121.1798, United States
Hopkinsville,36.8383,-87.4779, United States
Chillicothe,39.3393,-82.9937, United States
Jacareacanga,-6.2666,-57.65,Brazil
Balyqshy,47.0666,51.8666,Kazakhstan
Villarrica,-39.28,-72.23,Chile
Dubbo,-32.26,148.5973,Australia
Willingboro,40.028,-74.8882, United States
Woodstock,34.1026,-84.5085, United States
I`zaz,36.5888,37.0441,Syria
Caboolture,-27.083,152.95,Australia
Barabinsk,55.3573,78.3519,Russia
Liberty,39.2394,-94.4191, United States
Naugatuck,41.489,-73.0518, United States
Lismore,-28.8167,153.2931,Australia
Marrero,29.8871,-90.1126, United States
Gubakha,58.8691,57.5887,Russia
Koneurgench,42.3167,59.1667,Turkmenistan
Mundelein,42.2692,-88.0101, United States
Clearfield,41.103,-112.0237, United States
Cauquenes,-35.96,-72.32,Chile
French Valley,33.5998,-117.1069, United States
Savage,44.7544,-93.3631, United States
Cicero,43.1664,-76.0661, United States
Sasovo,54.3491,41.9087,Russia
Laguna Hills,33.592,-117.6992, United States
Skelleftea,64.7721,20.95,Sweden
Wheat Ridge,39.7727,-105.1028, United States
Buurhakaba,2.7837,44.0833,Somalia
Bel Air North,39.5544,-76.3733, United States
Placerville,38.7308,-120.7978, United States
Milledgeville,33.0874,-83.2414, United States
Falmouth,41.5915,-70.5914, United States
Marovoay,-16.0995,46.6333,Madagascar
Greenville,33.385,-91.0514, United States
Des Moines,47.3914,-122.3154, United States
Banning,33.9461,-116.8991, United States
Auburn,42.9338,-76.5685, United States
Fallbrook,33.3693,-117.2258, United States
Goleta,34.436,-119.8595, United States
Dracut,42.6832,-71.301, United States
Redan,33.7393,-84.1644, United States
Pingxiang,22.0974,106.7567,China
Quesada,10.3305,-84.44,Costa Rica
Rio Grande,-53.7914,-67.699,Argentina
Orangeburg,33.4928,-80.8671, United States
Sherwood,34.8509,-92.2029, United States
Harker Heights,31.0572,-97.6445, United States
Lucapa,-8.4196,20.74,Angola
Algonquin,42.1629,-88.3158, United States
Wooster,40.8166,-81.9334, United States
Brooklyn Center,45.0681,-93.3162, United States
Lakeside,30.1356,-81.7674, United States
Mossendjo,-2.9396,12.72,Congo (Brazzaville)
Saratoga,37.2684,-122.0263, United States
Pueblo West,38.3551,-104.7266, United States
Greer,34.9315,-82.2316, United States
Winter Park,28.5987,-81.3438, United States
Nogales,31.3624,-110.9336, United States
Guasdualito,7.24,-70.74,Venezuela
Huamachuco,-7.81,-78.0499,Peru
Karpinsk,59.7602,60.0098,Russia
Rochester,43.299,-70.9787, United States
Gurnee,42.3708,-87.9392, United States
Los Altos,37.3685,-122.0966, United States
Los Gatos,37.2302,-121.956, United States
Aiken,33.5304,-81.727, United States
Granger,41.7373,-86.135, United States
South Kingstown,41.4458,-71.5441, United States
Holladay,40.6599,-111.8226, United States
Kahului,20.8715,-156.4603, United States
Fair Oaks,38.6504,-121.2497, United States
Mednogorsk,51.4191,57.5787,Russia
Tewksbury,42.612,-71.2278, United States
Palapye,-22.5596,27.13,Botswana
Mercedes,-29.1796,-58.08,Argentina
San Luis,32.4911,-114.7089, United States
Clinton,41.8434,-90.2409, United States
Butte,45.902,-112.6571, United States
Ambanja,-13.6829,48.45,Madagascar
Peru,41.349,-89.1368, United States
Curanilahue,-37.48,-73.34,Chile
Barstow,34.8661,-117.0472, United States
Newington,41.687,-72.7308, United States
Nicholasville,37.8904,-84.5668, United States
Banamba,13.5504,-7.45,Mali
Springfield,38.7809,-77.1839, United States
Deptford,39.8157,-75.1181, United States
Prairieville,30.3151,-90.9571, United States
Spanaway,47.0979,-122.4233, United States
Gladstone,-23.8533,151.2467,Australia
Smithfield,35.5131,-78.3495, United States
North Tonawanda,43.0457,-78.8659, United States
Spring Valley,32.7317,-116.9766, United States
Westfield,40.6515,-74.3433, United States
Needham,42.2814,-71.2411, United States
South Riding,38.912,-77.5132, United States
Borzya,50.3886,116.5186,Russia
Atascadero,35.4827,-120.6858, United States
Telimele,10.905,-13.043,Guinea
North Royalton,41.3138,-81.7452, United States
Texarkana,33.4361,-93.996, United States
Opelika,32.6621,-85.3772, United States
Grajau,-5.81,-46.15,Brazil
Garden City,37.9754,-100.8528, United States
Walnut,34.0334,-117.8593, United States
Ballwin,38.595,-90.5501, United States
Carney,39.405,-76.5236, United States
Gloucester,42.626,-70.6897, United States
North Andover,42.6713,-71.0865, United States
Kibiti,-7.7296,38.95,Tanzania
Moanda,-1.5655,13.2,Gabon
Ypacarai,-25.41,-57.28,Paraguay
Kerrville,30.0398,-99.1319, United States
East Liverpool,40.6333,-80.5677, United States
Kombissiri,12.064,-1.334,Burkina Faso
Svetogorsk,61.1013,28.9177,Russia
Milford Mill,39.3444,-76.7668, United States
Wuyuan,41.0896,108.2722,China
Villa Angela,-27.5833,-60.7167,Argentina
Madison Heights,42.5073,-83.1034, United States
Kulat,-8.7151,115.1841,Indonesia
Orcutt,34.8668,-120.4269, United States
Casma,-9.44,-78.21,Peru
Bourem Guindou,16.9004,-0.35,Mali
Mavinga,-15.7895,20.36,Angola
Winona,44.0509,-91.6689, United States
Livingston,40.7855,-74.3291, United States
Milton,41.009,-76.8506, United States
Warrnambool,-38.38,142.47,Australia
Athens,39.3269,-82.0987, United States
Castro,-42.4808,-73.7623,Chile
Sunbury,-37.5696,144.71,Australia
Kent,41.149,-81.361, United States
Chicago Heights,41.5101,-87.6347, United States
South Lake Tahoe,38.9393,-119.9828, United States
Lawrenceville,33.9525,-83.9928, United States
Rexburg,43.8222,-111.7924, United States
North Chicago,42.3172,-87.8596, United States
Kabalo,-6.0496,26.91,Congo (Kinshasa)
Shieli,44.167,66.75,Kazakhstan
Fountain,38.6888,-104.6829, United States
Mandali,33.7436,45.5464,Iraq
Highland Park,42.1823,-87.8105, United States
Sovetskaya Gavan',48.9699,140.2749,Russia
Ukiah,39.1463,-123.2105, United States
Somerset,37.0816,-84.6089, United States
Crown Point,41.4141,-87.3456, United States
New Iberia,30.0049,-91.8202, United States
Jaguarao,-32.56,-53.37,Brazil
Saratoga Springs,40.3448,-111.9153, United States
Kirovsk,67.6091,33.6687,Russia
American Fork,40.3793,-111.7951, United States
Syracuse,41.0864,-112.0697, United States
Glenville,42.8869,-73.9925, United States
Fitchburg,42.9859,-89.4255, United States
Niles,42.0279,-87.81, United States
Duluth,34.0053,-84.1491, United States
Chamblee,33.8842,-84.3008, United States
Rotterdam,42.8133,-74.0129, United States
Atwater,37.3543,-120.5981, United States
Voorhees,39.845,-74.955, United States
Pontes e Lacerda,-15.2196,-59.35,Brazil
Sosnogorsk,63.5948,53.8943,Russia
East Fishkill,41.5567,-73.7824, United States
Cheshire,41.5114,-72.9036, United States
O'Fallon,38.5976,-89.9156, United States
Sanford,43.4244,-70.7573, United States
Firestone,40.1563,-104.9495, United States
Cibolo,29.564,-98.2125, United States
Raytown,38.9944,-94.4641, United States
Cottica,3.85,-54.2333,Suriname
Athens,34.7847,-86.951, United States
Cornelius,35.4731,-80.8822, United States
Taua,-5.9995,-40.31,Brazil
Lake Magdalene,28.0875,-82.4791, United States
Vernon,41.8364,-72.4606, United States
Svendborg,55.0704,10.6167,Denmark
Fleming Island,30.0988,-81.7124, United States
Johnston,41.8274,-71.5201, United States
Geneva,42.8644,-76.9827, United States
SeaTac,47.4445,-122.2986, United States
Norwood,42.1861,-71.1948, United States
Stockbridge,33.5253,-84.2294, United States
Tame,6.4603,-71.74,Colombia
Oak Ridge,35.9638,-84.2938, United States
Aberdeen,46.9757,-123.8095, United States
Southgate,42.2047,-83.2057, United States
Nouna,12.729,-3.86,Burkina Faso
Lumberton,34.6312,-79.0186, United States
Windsor,41.871,-72.6736, United States
North Attleborough,41.9699,-71.3345, United States
Tocache Nuevo,-8.1796,-76.52,Peru
Mount Olive,40.8662,-74.7426, United States
Plattsburgh,44.6951,-73.4563, United States
East Haven,41.2984,-72.8577, United States
Wellesley,42.3043,-71.2855, United States
Central,30.5593,-91.0369, United States
Morgan City,29.7041,-91.192, United States
Salem,42.7902,-71.2203, United States
Lake in the Hills,42.1913,-88.3478, United States
Hermiston,45.8322,-119.286, United States
Newberg,45.3075,-122.9601, United States
Garner,35.6938,-78.6199, United States
Agawam Town,42.0657,-72.6526, United States
Burlington,40.8072,-91.1247, United States
Tupiza,-21.4396,-65.72,Bolivia
Maryville,35.7469,-83.9787, United States
Granite City,38.7295,-90.1263, United States
Chili,43.0845,-77.7541, United States
West Warwick,41.6986,-71.5156, United States
West Springfield Town,42.1253,-72.6503, United States
Perry Hall,39.4067,-76.4781, United States
Henderson,37.8397,-87.5798, United States
Gates,43.1514,-77.713, United States
Burton,42.9974,-83.6175, United States
Monterey,36.5922,-121.8807, United States
Schererville,41.487,-87.4444, United States
Milford,42.1565,-71.5188, United States
Big Spring,32.2387,-101.4802, United States
Ak'ordat,15.549,37.8867,Eritrea
Northampton,42.3266,-72.6745, United States
Karasuk,53.7273,78.0219,Russia
Harrison,41.0233,-73.7192, United States
Wallkill,41.4853,-74.3941, United States
Jacksonville,34.8807,-92.1302, United States
Bella Vista,36.4667,-94.2707, United States
Kartaly,53.0474,60.6819,Russia
Mehlville,38.5018,-90.3149, United States
Zheleznogorsk-Ilimskiy,56.5762,104.1227,Russia
Mpika,-11.83,31.46,Zambia
Lacey,39.8564,-74.2624, United States
Austintown,41.0932,-80.7405, United States
Kotel'nich,58.3041,48.3137,Russia
Casselberry,28.6625,-81.3218, United States
Sunbury,40.8617,-76.7874, United States
Acarau,-2.8896,-40.12,Brazil
Benicia,38.0704,-122.1541, United States
Stoughton,42.1192,-71.1019, United States
Ico,-6.4,-38.85,Brazil
Dal'nerechensk,45.9273,133.7223,Russia
West Windsor,40.2897,-74.6267, United States
Crofton,39.0144,-76.68, United States
Wisconsin Rapids,44.3928,-89.8265, United States
Alga,49.9032,57.335,Kazakhstan
Aberdeen,45.4646,-98.468, United States
Magna,40.7094,-112.0828, United States
Hobart,41.5139,-87.2729, United States
Vestal,42.0492,-76.026, United States
Thung Song,8.154,99.7286,Thailand
Laplace,30.0731,-90.4758, United States
East Chicago,41.6484,-87.4536, United States
Chiredzi,-21.0496,31.66,Zimbabwe
Princeton,25.5396,-80.3971, United States
Fortuna Foothills,32.6616,-114.3973, United States
Ruston,32.5329,-92.6361, United States
Oktyabr'sk,49.4731,57.4449,Kazakhstan
Drexel Heights,32.1457,-111.0479, United States
Nev'yansk,57.4902,60.2148,Russia
Branford,41.2841,-72.7981, United States
Oakdale,44.9877,-92.9641, United States
Llallagua,-18.42,-66.64,Bolivia
Glen Ellyn,41.8667,-88.0629, United States
Sion,46.239,7.354,Switzerland
Saugus,42.4681,-71.0145, United States
Gaoua,10.325,-3.174,Burkina Faso
Ancud,-41.87,-73.83,Chile
Aleysk,52.4918,82.7777,Russia
Belle Glade,26.6919,-80.6672, United States
Sonora,37.9819,-120.3828, United States
Lansing,41.5648,-87.5462, United States
Kasangulu,-4.5796,15.18,Congo (Kinshasa)
Camiri,-20.05,-63.52,Bolivia
Canton,34.2466,-84.4901, United States
Millville,39.3903,-75.0561, United States
Mocimboa,-11.3196,40.35,Mozambique
Fuquay-Varina,35.5961,-78.7807, United States
Gloversville,43.0491,-74.3465, United States
Cayambe,0.0504,-78.16,Ecuador
Kolpashevo,58.3004,82.9954,Russia
Bolobo,-2.1595,16.24,Congo (Kinshasa)
Fridley,45.0841,-93.2595, United States
Ashtabula,41.8806,-80.7984, United States
Garfield Heights,41.4199,-81.6038, United States
Dembi Dolo,8.5337,34.8,Ethiopia
Westport,41.1428,-73.3475, United States
Santa Vitoria do Palmar,-33.52,-53.37,Brazil
Seguin,29.5891,-97.9661, United States
Ornskoldsvik,63.318,18.7167,Sweden
Neptune,40.2105,-74.0538, United States
Monroeville,40.4262,-79.7605, United States
Alice Springs,-23.701,133.88,Australia
Dodge City,37.761,-100.0182, United States
Sterling,41.7997,-89.6952, United States
Mananjary,-21.2167,48.3333,Madagascar
Oak Forest,41.6055,-87.7527, United States
East Windsor,40.2606,-74.5295, United States
Deer Park,40.7623,-73.3219, United States
Kirkwood,38.5789,-90.4203, United States
Dix Hills,40.8035,-73.337, United States
Independence,38.951,-84.5492, United States
Forest Hills,42.9577,-85.4895, United States
Vineyard,38.4744,-121.319, United States
Sanger,36.6992,-119.5576, United States
Galt,38.2693,-121.3, United States
Queensbury,43.3621,-73.6753, United States
Atkarsk,51.8765,44.9961,Russia
Windsor,38.5418,-122.8086, United States
Fremont,41.4396,-96.4879, United States
Milton,42.2412,-71.0844, United States
Danvers,42.574,-70.9494, United States
Kinston,35.2748,-77.5937, United States
Touba,8.28,-7.684,Côte D’Ivoire
Glen Cove,40.8709,-73.6287, United States
Pasadena,39.1552,-76.5537, United States
Tualatin,45.3772,-122.7746, United States
Rockledge,28.3201,-80.732, United States
Tongyangdao,41.7676,109.9711,China
Shaker Heights,41.4744,-81.5496, United States
Sol'-Iletsk,51.1603,54.9999,Russia
Wilmette,42.077,-87.7282, United States
Jeffersontown,38.2048,-85.5701, United States
Santiago de Tolu,9.5358,-75.572,Colombia
New Milford,41.6043,-73.4213, United States
Canon City,38.4429,-105.2204, United States
Vicksburg,32.3173,-90.8868, United States
Savonlinna,61.8666,28.8833,Finland
St. Helens,45.8572,-122.8163, United States
Geraldton,-28.7666,114.6,Australia
Plum,40.5024,-79.7496, United States
Shalqar,47.8363,59.6141,Kazakhstan
Kuaidamao,41.68,125.75,China
Monticello,45.298,-93.7984, United States
Huntley,42.16,-88.433, United States
Timaru,-44.3972,171.2425,New Zealand
Shirley,40.7949,-72.8743, United States
West Chicago,41.896,-88.2252, United States
Searcy,35.2418,-91.7351, United States
Shemonaikha,50.6316,81.905,Kazakhstan
Allen Park,42.2595,-83.2107, United States
Nikolayevsk-na-Amure,53.1496,140.73,Russia
Puerto Armuelles,8.28,-82.87,Panama
Gladstone,39.2133,-94.5592, United States
Colider,-10.8173,-55.4506,Brazil
Waterville,44.5441,-69.6624, United States
West Islip,40.7097,-73.2971, United States
Sikonge,-5.6295,32.77,Tanzania
Horn Lake,34.9512,-90.0501, United States
South Laurel,39.0603,-76.8456, United States
Lewes,38.7781,-75.1454, United States
New London,41.3502,-72.1023, United States
Asino,56.9931,86.1627,Russia
Libenge,3.6604,18.62,Congo (Kinshasa)
Paramus,40.9455,-74.0712, United States
Bernards,40.6761,-74.5678, United States
Norfolk,42.0328,-97.4209, United States
Stafford,39.7049,-74.2643, United States
Ocean,40.252,-74.0392, United States
Fernandina Beach,30.658,-81.4504, United States
Coronel Suarez,-37.4666,-61.9166,Argentina
Zeya,53.75,127.2666,Russia
Bunbury,-33.3443,115.6502,Australia
Maryland Heights,38.7188,-90.475, United States
East Lake-Orient Park,27.9971,-82.3653, United States
Tara,56.8982,74.3782,Russia
Aripuana,-9.17,-60.64,Brazil
Shelby,35.2904,-81.5451, United States
Chancay,-11.5596,-77.27,Peru
Graham,47.0407,-122.2757, United States
Wasco,35.5938,-119.3671, United States
McHenry,42.3388,-88.2931, United States
Wappinger,41.59,-73.8918, United States
Chios,38.3681,26.1358,Greece
Leo,11.094,-2.098,Burkina Faso
Paragould,36.0556,-90.5148, United States
Yukon,35.5201,-97.7638, United States
Wakefield,42.5035,-71.0656, United States
Bafoulabe,13.8004,-10.82,Mali
Seneca,34.6816,-82.9609, United States
Ilchester,39.2187,-76.7684, United States
New Windsor,41.4742,-74.1089, United States
Shoreview,45.0842,-93.1358, United States
Cortland,42.6004,-76.1784, United States
Norco,33.9253,-117.55, United States
West Milford,41.1062,-74.3913, United States
Mint Hill,35.1781,-80.6532, United States
Bixby,35.9454,-95.8773, United States
Rock Springs,41.5951,-109.2237, United States
Zionsville,39.999,-86.2921, United States
West Linn,45.3669,-122.6399, United States
Pugachev,52.0148,48.7944,Russia
Viana,-3.2096,-45,Brazil
Colleyville,32.8913,-97.1486, United States
Waynesboro,39.7525,-77.5822, United States
La Ligua,-32.46,-71.24,Chile
East St. Louis,38.6156,-90.1304, United States
Statesville,35.7838,-80.8711, United States
Garden City,42.3244,-83.3412, United States
Short Pump,37.6549,-77.6201, United States
Thomasville,35.8813,-80.0807, United States
Marshalltown,42.0341,-92.9067, United States
Ramsey,45.2617,-93.4494, United States
Nzega,-4.2096,33.18,Tanzania
Mahwah,41.0816,-74.1856, United States
Natchez,31.5437,-91.3867, United States
New Lenox,41.5097,-87.97, United States
Batavia,41.8479,-88.3109, United States
Xenia,39.6829,-83.9413, United States
Chaska,44.8164,-93.6092, United States
Okha,53.5739,142.9479,Russia
Bakal,54.9459,58.7959,Russia
Pearl,32.273,-90.0918, United States
Mount Pleasant,42.7129,-87.8875, United States
Temple Terrace,28.0437,-82.3774, United States
Buy,58.4847,41.5244,Russia
Alvin,29.387,-95.2936, United States
Brawley,32.9783,-115.5288, United States
Fort Hood,31.1345,-97.7797, United States
New Smyrna Beach,29.0249,-80.965, United States
Morrisville,35.8366,-78.8348, United States
Beitbridge,-22.2096,29.99,Zimbabwe
Mason City,43.1487,-93.1998, United States
Albany,-35.0169,117.8916,Australia
Lafayette,37.8919,-122.1189, United States
Lebanon,43.6353,-72.2531, United States
Washington,37.1325,-113.4893, United States
Prior Lake,44.7251,-93.4409, United States
Sedalia,38.7042,-93.2351, United States
Wethersfield,41.7013,-72.6703, United States
Bessemer,33.3709,-86.9713, United States
Lemoore,36.296,-119.7983, United States
Illapel,-31.6296,-71.17,Chile
Muscatine,41.4195,-91.068, United States
Punata,-17.55,-65.84,Bolivia
Oakleaf Plantation,30.1689,-81.8337, United States
Williston,48.1814,-103.6364, United States
Pukekohe East,-37.2015,174.9033,New Zealand
Vel'sk,61.0674,42.0974,Russia
La Union,-40.29,-73.09,Chile
Ayorou,14.7318,0.9195,Niger
Vernon Hills,42.234,-87.9607, United States
Timberwood Park,29.6994,-98.4838, United States
Lochearn,39.346,-76.7307, United States
Superior,46.6941,-92.0823, United States
Medina,41.1358,-81.8694, United States
Arlon,49.6833,5.8167,Belgium
North Kingstown,41.5687,-71.4629, United States
Saint-Georges,46.1171,-70.6667,Canada
Plainview,40.7832,-73.4732, United States
Cabot,34.9764,-92.0273, United States
Bayonet Point,28.3255,-82.6834, United States
Barberton,41.0094,-81.6037, United States
Holbrook,40.7944,-73.0707, United States
Toktogul,41.8826,72.9372,Kyrgyzstan
Mizdah,31.4337,12.9833,Libya
Burlington,42.5022,-71.2027, United States
Eagle,43.7223,-116.3861, United States
Fajardo,18.333,-65.6592,Puerto Rico
Laurel,31.6956,-89.1448, United States
Summerlin South,36.1242,-115.3324, United States
Snoqualmie,47.5293,-121.8412, United States
Marquette,46.544,-87.4082, United States
Tinipuka,-4.5496,136.89,Indonesia
Wall,40.1674,-74.0974, United States
Mansfield,41.7892,-72.2287, United States
Diapaga,12.077,1.796,Burkina Faso
Winchester,38.0017,-84.1908, United States
Citrus Park,28.073,-82.5628, United States
Paris,33.6689,-95.5462, United States
Neenah,44.167,-88.4763, United States
Sachse,32.9726,-96.5793, United States
Randolph,40.8434,-74.5818, United States
Espanola,36.0041,-106.0669, United States
Brownsburg,39.8329,-86.3824, United States
White Bear Lake,45.0655,-93.015, United States
Lake City,30.1901,-82.6471, United States
Troy,40.0435,-84.2189, United States
Salem,37.2864,-80.0555, United States
Edgewood,39.421,-76.2968, United States
Okeechobee,27.2414,-80.8298, United States
Krasnoarmeysk,51.0174,45.6974,Russia
Woodstock,42.3103,-88.4357, United States
South Windsor,41.8353,-72.5733, United States
Severobaykal'sk,55.634,109.313,Russia
Koko,11.4232,4.517,Nigeria
West Odessa,31.8388,-102.4996, United States
Reading,42.5351,-71.1056, United States
Maple Valley,47.3659,-122.0368, United States
Green,40.9483,-81.4757, United States
Neiba,18.4666,-71.4166,Dominican Republic
Ridgewood,40.9821,-74.1128, United States
Immokalee,26.4253,-81.4251, United States
Sept-Iles,50.3161,-66.36,Canada
Scottsbluff,41.8684,-103.6619, United States
Middle River,39.3345,-76.4318, United States
Marshfield,42.114,-70.715, United States
Madison,32.4738,-90.13, United States
De Witt,43.0503,-76.0712, United States
Farmington,41.7288,-72.8407, United States
Lensk,60.7253,114.947,Russia
Owatonna,44.0914,-93.2304, United States
Moscow,46.7307,-116.9986, United States
Merrimack,42.8547,-71.5188, United States
Chanhassen,44.8544,-93.5621, United States
Hercules,38.0064,-122.2564, United States
Cave Spring,37.2254,-80.0073, United States
Boone,36.2111,-81.6668, United States
Kariba,-16.5296,28.8,Zimbabwe
Tougue,11.44,-11.67,Guinea
South Portland,43.6309,-70.2895, United States
Forest City,35.3339,-81.8702, United States
Homewood,33.4617,-86.8092, United States
Lockport,41.5904,-88.0293, United States
Temescal Valley,33.7581,-117.4677, United States
San Ignacio de Velasco,-16.3696,-60.96,Bolivia
Ust'-Kut,56.765,105.76,Russia
Freeport City,26.5333,-78.7,"Bahamas, The"
Dedham,42.2466,-71.1777, United States
Hutto,30.5374,-97.5516, United States
Claremore,36.3143,-95.6101, United States
Horizon West,28.4417,-81.6145, United States
North Tustin,33.7644,-117.7945, United States
Balch Springs,32.7194,-96.6151, United States
Nelidovo,56.2235,32.7731,Russia
Tarpon Springs,28.1493,-82.7623, United States
Windsor,40.4679,-104.9211, United States
Austin,43.6722,-92.9761, United States
Hazelwood,38.7931,-90.39, United States
Kingsville,27.5095,-97.861, United States
Paraparaumu,-40.9034,174.9989,New Zealand
Mercer Island,47.5625,-122.2265, United States
Midlothian,32.4718,-96.9877, United States
Lancaster,34.7247,-80.7802, United States
Chiromo,-16.55,35.1332,Malawi
Ridgefield,41.3065,-73.5023, United States
Dolores,-36.33,-57.69,Argentina
Belvidere,42.2544,-88.8649, United States
Sebastian,27.7883,-80.4815, United States
